YEAR;Month;Dry weight g/m²;N µmol/g;Ca µmol/g;Mg µmol/g;K µmol/g;S µmol/g;P µmol/g;N µmol/m²;Ca µmol/m²;Mg µmol/m²;K µmol/m²;S µmol/m²;P µmol/m²
        2007;           1;     34.1181068;    487.4512634;     83.4011078;     39.4552574;    116.3061066;     24.1339569;     18.5149841;   1663.0914307;    284.5487976;    134.6138611;    396.8144226;     82.3404922;     63.1696205
        2007;           2;     40.7349472;    488.6662292;     83.6135635;     39.5557671;    116.5876312;     24.1949348;     18.5609741;   1990.5793457;    340.5994263;    161.1302185;    474.9191284;     98.5579453;     75.6080322
        2007;           3;     41.3552818;    489.5362244;     83.7660141;     39.6278915;    116.7896423;     24.2383690;     18.5937538;   2024.4908447;    346.4167175;    163.8822632;    482.9868469;    100.2384567;     76.8949890
        2007;           4;     27.2944851;    490.5644226;     83.9467087;     39.7133751;    117.0290833;     24.2887592;     18.6322041;   1338.9703369;    229.1282196;    108.3956146;    319.4248657;     66.2949219;     50.8556442
        2007;           5;     53.4172363;    456.4262390;     77.7896881;     36.7595482;    108.4894562;     22.7082520;     17.3348713;   2438.1027832;    415.5310059;    196.3593445;    579.5206909;    121.3012009;     92.5980911
        2007;           6;     50.5223694;    439.7966919;     75.3795090;     35.5148087;    104.6932907;     22.0949383;     16.6715660;   2221.9570312;    380.8351440;    179.4292297;    528.9353027;    111.6288681;     84.2287064
        2007;           7;     37.7022324;    439.5797119;     75.3983154;     35.5351868;    104.7622681;     22.0748062;     16.6287594;   1657.3135986;    284.2684631;    133.9755859;    394.9771423;     83.2269440;     62.6941338
        2007;           8;     54.7957420;    439.3264771;     75.4183273;     35.5543404;    104.8271027;     22.0858192;     16.5759811;   2407.3220215;    413.2603149;    194.8226471;    574.4078979;    121.0208817;     90.8293152
        2007;           9;    111.4524841;    439.3481750;     75.4503708;     35.5685501;    104.8751984;     22.0935593;     16.5419407;   4896.6445312;    840.9131470;    396.4203186;   1168.8601074;    246.2382050;    184.3640442
        2007;          10;    334.9777527;    439.5300903;     75.4967422;     35.5891151;    104.9447937;     22.0979080;     16.5059891;  14723.2802734;   2528.9729004;   1192.1562500;   3515.4172363;    740.2307739;    552.9139404
        2007;          11;    129.0284576;    440.0991211;     74.9291611;     35.6306763;    104.5005951;     21.9141331;     16.5323162;   5678.5312500;    966.7994385;    459.7371521;   1348.3551025;    282.7546997;    213.3139343
        2007;          12;     48.3856773;    443.5486450;     75.7616959;     36.0008545;    105.5973206;     22.1456928;     16.6323509;   2146.1401367;    366.5780945;    174.1925659;    510.9397888;    107.1534348;     80.4767532
        2008;           1;     34.9909019;    446.0690308;     76.2140884;     36.2158279;    106.1932755;     22.2759838;     16.7260857;   1560.8358154;    266.6799622;    126.7224503;    371.5798340;     77.9456787;     58.5260811
        2008;           2;     41.7770157;    447.0775757;     76.3906021;     36.2997055;    106.4258041;     22.3270817;     16.7637615;   1867.7565918;    319.1371460;    151.6493378;    444.6152344;     93.2758789;     70.0339890
        2008;           3;     42.4132118;    447.7956238;     76.5165405;     36.3595505;    106.5917053;     22.3632278;     16.7904377;   1899.2449951;    324.5312195;    154.2125244;    452.0896606;     94.8496323;     71.2136383
        2008;           4;     27.9927235;    448.6429749;     76.6656570;     36.4304085;    106.7881393;     22.4049721;     16.8216324;   1255.8739014;    214.6080475;    101.9786301;    298.9290771;     62.7176170;     47.0883293
        2008;           5;     54.7837372;    418.3263245;     71.1567993;     33.7698479;     99.1356430;     21.0062599;     15.6853456;   2291.7478027;    389.8235168;    185.0038452;    543.1021118;    115.0801392;     85.9301834
        2008;           6;     51.8148079;    406.8187561;     69.5350037;     32.9192543;     96.5405045;     20.6254196;     15.2237978;   2107.9235840;    360.2942810;    170.5704803;    500.2227783;    106.8702164;     78.8818207
        2008;           7;     38.6667137;    406.8318481;     69.5997543;     32.9556160;     96.6596832;     20.6166840;     15.1903725;   1573.0850830;    269.1193848;    127.4285355;    373.7512207;     79.7179413;     58.7361794
        2008;           8;     56.1975060;    406.8010559;     69.6630554;     32.9897957;     96.7716980;     20.6361904;     15.1469526;   2286.1203613;    391.4889832;    185.3944244;    543.8328247;    115.9702377;     85.1220932
        2008;           9;    114.3036194;    406.9839478;     69.7201157;     33.0151520;     96.8548126;     20.6506615;     15.1192331;   4651.9736328;    796.9261475;    377.3751221;   1107.0855713;    236.0445251;    172.8182983
        2008;          10;    343.5470276;    407.3605957;     69.8026886;     33.0518456;     96.9750748;     20.6716042;     15.0910683;  13994.7519531;   2398.0505371;   1135.4863281;   3331.5498047;    710.1668091;    518.4491577
        2008;          11;    132.3292236;    408.3429565;     69.4710007;     33.1260109;     96.9885178;     20.5109406;     15.1355762;   5403.5708008;    919.3043823;    438.3539429;   1283.4415283;    271.4196777;    200.2879028
        2008;          12;     49.6234589;    410.9774475;     70.0828629;     33.3713264;     97.7916946;     20.6821365;     15.2119408;   2039.4123535;    347.7754211;    165.6000671;    485.2762451;    102.6319199;     75.4869156
        2009;           1;     35.7843361;    413.1173096;     70.4672623;     33.5543671;     98.2962875;     20.7937260;     15.2904615;   1478.3128662;    252.1624298;    120.0720825;    351.7467651;     74.4089737;     54.7159042
        2009;           2;     42.7243271;    413.9772339;     70.6177826;     33.6260414;     98.4938736;     20.8376598;     15.3221598;   1768.6899414;    301.7097168;    143.6650085;    420.8084717;     89.0275040;     65.4628983
        2009;           3;     43.3749542;    414.5876465;     70.7248611;     33.6770287;     98.6344452;     20.8686123;     15.3445187;   1798.2719727;    306.7687683;    146.0739594;    427.8264465;     90.5175095;     66.5567780
        2009;           4;     28.6274700;    415.3070679;     70.8515396;     33.7373505;     98.8007431;     20.9042091;     15.3705902;   1188.9190674;    202.8300323;     96.5814972;    282.8415222;     59.8434601;     44.0021095
        2009;           5;     56.0259819;    387.8188782;     65.8240738;     31.2988663;     91.7913208;     19.6405792;     14.3551388;   2172.7934570;    368.7858276;    175.3549652;    514.2698975;    110.0382767;     80.4260712
        2009;           6;     52.9897346;    379.5923767;     64.7034225;     30.7027264;     89.9521255;     19.4067326;     14.0225458;   2011.4499512;    342.8617249;    162.6929321;    476.6539307;    102.8357620;     74.3050995
        2009;           7;     39.5434990;    379.7858582;     64.8059845;     30.7527370;     90.1118851;     19.4068813;     13.9965992;   1501.8061523;    256.2655334;    121.6070862;    356.3339233;     76.7416000;     55.3474503
        2009;           8;     57.4718094;    379.9301147;     64.9048843;     30.7997456;     90.2620392;     19.4334316;     13.9596300;   2183.5270996;    373.0201111;    177.0117035;    518.7522583;    111.6874466;     80.2285233
        2009;           9;    116.8955078;    380.2374268;     64.9826279;     30.8346214;     90.3734436;     19.4531326;     13.9375200;   4444.8046875;    759.6176758;    360.4428711;   1056.4249268;    227.3983765;    162.9233398
        2009;          10;    351.3371277;    380.7621155;     65.0951309;     30.8850899;     90.5346527;     19.4816399;     13.9137335;  13377.5869141;   2287.0336914;   1085.1079102;   3180.8186035;    684.4623413;    488.8411255
        2009;          11;    135.3298492;    382.0862427;     64.9565125;     30.9870911;     90.8494797;     19.3561993;     13.9733667;   5170.7670898;    879.0554810;    419.3478394;   1229.4645996;    261.9471436;    189.1013641
        2009;          12;     50.7486954;    384.1679688;     65.4231262;     31.1563492;     91.4604797;     19.4875011;     14.0336504;   1949.6024170;    332.0138245;    158.1144104;    464.1500244;     98.8965302;     71.2189484
        2010;           1;     36.4191132;    386.0231934;     65.7566299;     31.3151722;     91.8971786;     19.5850735;     14.1008081;   1405.8623047;    239.4798279;    114.0470886;    334.6813965;     71.3271027;     51.3538971
        2010;           2;     43.4822159;    386.7706299;     65.8875809;     31.3775349;     92.0686493;     19.6235962;     14.1279869;   1681.7645264;    286.4938049;    136.4364777;    400.3348999;     85.3277512;     61.4316216
        2010;           3;     44.1443787;    387.2985229;     65.9802780;     31.4216824;     92.1900406;     19.6505680;     14.1470442;   1709.7052002;    291.2658386;    138.7090607;    406.9671936;     86.7462082;     62.4512444
        2010;           4;     29.1352921;    387.9198608;     66.0898590;     31.4738674;     92.3335342;     19.6814461;     14.1691990;   1130.2158203;    192.5547333;     91.7000275;    269.0164490;     57.3424683;     41.2823753
        2010;           5;     57.0198250;    362.9831848;     61.4899940;     29.2377300;     85.8864212;     18.5408421;     13.2617130;   2069.7238770;    350.6148682;    166.7130280;    489.7228699;    105.7195587;     75.6180573
        2010;           6;     53.9297180;    357.6299744;     60.7784004;     28.8594570;     84.6906052;     18.4315262;     13.0394869;   1928.6884766;    327.7762146;    155.6382446;    456.7340698;     99.4007034;     70.3215866
        2010;           7;     40.2449608;    357.9820862;     60.9133873;     28.9208183;     84.8827591;     18.4394779;     13.0200005;   1440.6975098;    245.1456909;    116.3917236;    341.6103210;     74.2096100;     52.3989410
        2010;           8;     58.4913025;    358.2799072;     61.0408173;     28.9784985;     85.0633850;     18.4716663;     13.0135851;   2095.6257324;    357.0356750;    169.4990082;    497.5468140;    108.0431824;     76.1181564
        2010;           9;    118.9691086;    358.6988525;     61.1353569;     29.0212898;     85.1973801;     18.4955463;     12.9957008;   4267.4082031;    727.3218994;    345.2637024;   1013.5856323;    220.0398560;    154.6086884
        2010;          10;    357.5695190;    359.3571167;     61.2721596;     29.0832138;     85.3912888;     18.5301018;     12.9802170;  12849.5146484;   2190.9055176;   1039.9270020;   3053.3320312;    662.5799561;    464.1329651
        2010;          11;    137.7304688;    360.9562378;     61.3296432;     29.2083702;     85.7832031;     18.4416733;     13.0518456;   4971.4672852;    844.6960449;    402.2882385;   1181.4960938;    253.9980164;    179.7636719
        2010;          12;     51.6489258;    360.9562683;     61.3296432;     29.2083702;     85.7832031;     18.4416733;     13.0518456;   1864.3004150;    316.7610168;    150.8580933;    443.0610352;     95.2492599;     67.4113846
        2011;           1;     37.0538483;    362.5180359;     61.6119537;     29.3428211;     86.1514053;     18.5247650;     13.1077280;   1343.2689209;    228.2960052;    108.7264481;    319.2241211;     68.6413879;     48.5691795
        2011;           2;     44.2400513;    363.1674500;     61.7258339;     29.3970566;     86.2999268;     18.5585175;     13.1310911;   1606.6546631;    273.0754089;    130.0527191;    381.7913208;     82.1029739;     58.0920143
        2011;           3;     44.9137535;    363.6264648;     61.8065109;     29.4354801;     86.4051590;     18.5821304;     13.1474667;   1633.1829834;    277.5962524;    132.2057953;    388.0780029;     83.4593277;     59.0502090
        2011;           4;     29.6430798;    364.1660767;     61.9018250;     29.4808731;     86.5294647;     18.6090202;     13.1664391;   1079.5003662;    183.4960785;     87.3903885;    256.5000000;     55.1628685;     39.0293808
        2011;           5;     58.0136032;    341.6198425;     57.6992493;     27.4328423;     80.6077271;     17.5872593;     12.3557730;   1981.8597412;    334.7341309;    159.1477966;    467.6344604;    102.0300217;     71.6802902
        2011;           6;     54.8696442;    338.8785095;     57.3314209;     27.2448845;     79.9837952;     17.5853939;     12.2300606;   1859.4143066;    314.5754700;    149.4916992;    438.8682251;     96.4904251;     67.1059036
        2011;           7;     40.9463730;    339.3815002;     57.4882126;     27.3161888;     80.2049332;     17.6008186;     12.2163515;   1389.6441650;    235.3933868;    111.8498917;    328.4101257;     72.0689697;     50.0215302
        2011;           8;     59.5107269;    339.8251038;     57.6355896;     27.3832130;     80.4128036;     17.6378899;     12.1927376;   2022.3238525;    342.9935913;    162.9594879;    478.5424500;    104.9643631;     72.5598679
        2011;           9;    121.0425720;    340.3522339;     57.7449341;     27.4329414;     80.5670319;     17.6653919;     12.1775141;   4119.7109375;    698.9595337;    332.0553894;    975.2041016;    213.8264465;    147.3997650
        2011;          10;    363.8014221;    341.1400452;     57.9031563;     27.5048962;     80.7901993;     17.7051926;     12.1648836;  12410.7236328;   2106.5251465;   1000.6320190;   2939.1589355;    644.1174316;    442.5601807
        2011;          11;    140.1309052;    342.9732666;     58.2229424;     27.6503296;     81.2412262;     17.6573448;     12.2469893;   4806.1157227;    815.8834229;    387.4665833;   1138.4406738;    247.4339752;    171.6181793
        2011;          12;     52.5490952;    335.9949036;     56.8544655;     27.2627182;     79.5410919;     17.2377968;     12.0449362;   1765.6228027;    298.7650757;    143.2631226;    417.9812317;     90.5830612;     63.2950516
        2012;           1;     37.6092682;    336.8543396;     57.0184975;     27.3413734;     79.7538528;     17.2854404;     12.0751133;   1266.8845215;    214.4423981;    102.8289032;    299.9483948;     65.0092773;     45.4136162
        2012;           2;     44.9031830;    337.3768311;     57.1114540;     27.3859501;     79.8744278;     17.3129616;     12.0936947;   1514.9293213;    256.4486084;    122.9716339;    358.6615906;     77.7407074;     54.3045387
        2012;           3;     45.5869865;    337.7509766;     57.1781349;     27.4179249;     79.9609222;     17.3323193;     12.1068192;   1539.7049561;    260.6578979;    124.9900589;    364.5177612;     79.0128174;     55.1913414
        2012;           4;     30.0874138;    338.1888428;     57.2566681;     27.4555836;     80.0627823;     17.3538609;     12.1218338;   1017.5227661;    172.2705078;     82.6067505;    240.8881989;     52.2132797;     36.4714622
        2012;           5;     58.8831940;    320.7125244;     53.8145599;     25.7573128;     75.0966797;     16.6121368;     11.4992561;   1888.4577637;    316.8773193;    151.6672821;    442.1932373;     97.8175659;     67.7112961
        2012;           6;     55.6921043;    321.5040894;     53.8330612;     25.7894459;     75.1804047;     16.6478252;     11.5098400;   1790.5239258;    299.8076477;    143.6268463;    418.6954956;     92.7152405;     64.1007233
        2012;           7;     41.5601387;    322.1842957;     54.0113945;     25.8697128;     75.4311218;     16.6928902;     11.5010653;   1339.0024414;    224.4721069;    107.5148849;    313.4927979;     69.3758850;     47.7985878
        2012;           8;     60.4027596;    322.7560730;     54.1790237;     25.9451637;     75.6667862;     16.7352505;     11.4794731;   1949.5357666;    327.2562561;    156.7159576;    457.0482788;    101.0855331;     69.3391876
        2012;           9;    122.8569412;    323.3783569;     54.3033905;     26.0011406;     75.8416214;     16.7666779;     11.4680901;   3972.9274902;    667.1548462;    319.4420471;    931.7669678;    205.9902802;    140.8934479
        2012;          10;    369.2546082;    324.2789612;     54.4833527;     26.0821419;     76.0946274;     16.8121567;     11.4563875;  11974.1503906;   2011.8228760;    963.0950928;   2809.8291016;    620.7966309;    423.0323792
        2012;          11;    142.2313995;    326.0381470;     54.8470764;     26.2458572;     76.6059952;     16.9040718;     11.5475960;   4637.2861328;    780.0976562;    373.2984924;   1089.5777588;    240.4289703;    164.2430725
        2012;          12;     53.3367767;    316.9045410;     53.2300720;     25.8252029;     74.6239624;     16.3564529;     11.2817640;   1690.2667236;    283.9120483;    137.7433167;    398.0201721;     87.2400513;     60.1732941
        2013;           1;     38.1647072;    317.2800293;     53.3063545;     25.8622131;     74.7226028;     16.3783417;     11.2946930;   1210.8898926;    203.4421387;     98.7023773;    285.1766052;     62.5074615;     43.1058655
        2013;           2;     45.5663452;    317.7199402;     53.3852348;     25.9004822;     74.8246002;     16.4018154;     11.3101892;   1447.7336426;    243.2570038;    118.0190277;    340.9483643;     74.7370758;     51.5363960
        2013;           3;     46.2602463;    318.0403442;     53.4427261;     25.9283752;     74.8989410;     16.4184971;     11.3212738;   1471.2624512;    247.2273712;    119.9453049;    346.4843445;     75.9523697;     52.3724937
        2013;           4;     30.5317650;    318.4145203;     53.5103378;     25.9611759;     74.9863663;     16.4367371;     11.3338394;    972.1757202;    163.3764954;     79.2640533;    228.9466095;     50.1842575;     34.6042099
        2013;           5;     59.7528229;    305.3863525;     50.8312798;     24.6174850;     71.0867767;     15.9145098;     10.8732986;   1824.7696533;    303.7312317;    147.0964203;    424.7635498;     95.0936890;     64.9710312
        2013;           6;     56.5146065;    305.9478149;     50.8597565;     24.6484699;     71.1727905;     15.9398441;     10.8852816;   1729.0520020;    287.4319153;    139.2998505;    402.2302246;     90.0834045;     61.5177422
        2013;           7;     42.1739273;    307.0431824;     51.0564003;     24.7357635;     71.4481888;     15.9892702;     10.8810358;   1294.9217529;    215.3249054;    104.3204346;    301.3250732;     67.4330368;     45.8896027
        2013;           8;     61.2948265;    307.7947998;     51.2412453;     24.8178196;     71.7070618;     16.0357285;     10.8665791;   1886.6229248;    314.0823364;    152.1203918;    439.5271912;     98.2907181;     66.6065063
        2013;           9;    124.6713715;    308.5080261;     51.3783760;     24.8786964;     71.8991165;     16.0701962;     10.8600073;   3846.2119141;    640.5412598;    310.1661377;    896.3761597;    200.3493500;    135.3932037
        2013;          10;    374.7080078;    309.5158997;     51.5768166;     24.9667892;     72.1770325;     16.1200733;     10.8600330;  11597.8095703;   1932.6247559;    935.5256348;   2704.5312500;    604.0321045;    406.9341431
        2013;          11;    144.3319702;    311.2090759;     51.9778900;     25.1448364;     72.7387390;     16.2208824;     10.9589043;   4491.7416992;    750.2071533;    362.9203796;   1049.8525391;    234.1191864;    158.1720276
        2013;          12;     54.1244888;    301.5627747;     50.5850906;     24.8063488;     70.9479065;     15.7264547;     10.6687670;   1632.1931152;    273.7892151;    134.2630920;    384.0019226;     85.1186295;     57.7441559
        2014;           1;     38.5614243;    301.5919189;     50.5913582;     24.8094215;     70.9559784;     15.7282352;     10.6697540;   1162.9813232;    195.0874786;     95.6686630;    273.6163635;     60.6503143;     41.1440887
        2014;           2;     46.0400009;    301.9697876;     50.6604805;     24.8433170;     71.0450058;     15.7488136;     10.6829348;   1390.2689209;    233.2408600;    114.3786316;    327.0912170;     72.5075378;     49.1842308
        2014;           3;     46.7411194;    302.2496033;     50.7115479;     24.8683605;     71.1107864;     15.7635403;     10.6924629;   1412.7484131;    237.0314484;    116.2374954;    332.3797607;     73.6805496;     49.9777679
        2014;           4;     30.8491402;    302.5757446;     50.7714996;     24.8977604;     71.1880035;     15.7792969;     10.7031498;    933.4201660;    156.6257019;     76.8074493;    219.6088715;     48.6777725;     33.0182953
        2014;           5;     60.3739471;    293.1625061;     48.7026863;     23.8446350;     68.1638794;     15.4282370;     10.3723822;   1769.9377441;    294.0373230;    143.9594727;    411.5322266;     93.1463547;     62.6221619
        2014;           6;     57.1020699;    293.7624207;     48.7399063;     23.8795853;     68.2637558;     15.4551010;     10.3864450;   1677.4442139;    278.3149414;    136.3573761;    389.8001709;     88.2518234;     59.3087502
        2014;           7;     42.6123199;    294.9328308;     48.9496040;     23.9716148;     68.5570755;     15.5075121;     10.3855906;   1256.7772217;    208.5856171;    102.1486130;    292.1376038;     66.0811081;     44.2554092
        2014;           8;     61.9319839;    295.8307495;     49.1467171;     24.0581207;     68.8327866;     15.5567770;     10.3727522;   1832.1384277;    304.3753662;    148.9967041;    426.2951050;     96.3462067;     64.2405090
        2014;           9;    125.9673233;    296.6090698;     49.2929535;     24.1223011;     69.0373306;     15.5933256;     10.3672218;   3736.3049316;    620.9301147;    303.8621521;    869.6447754;    196.4249420;    130.5931091
        2014;          10;    378.6030579;    297.6927185;     49.5045700;     24.2151699;     69.3333206;     15.6462154;     10.3655605;  11270.7373047;   1874.2581787;    916.7937622;   2624.9807129;    592.3704834;    392.4432983
        2014;          11;    145.8322754;    299.3317871;     49.9322739;     24.4028740;     69.9315643;     15.7531118;     10.4707851;   4365.2236328;    728.1737671;    355.8726807;   1019.8279419;    229.7312164;    152.6978455
        2014;          12;     54.6871109;    290.0617065;     48.7739029;     24.1404438;     68.4047623;     15.3071203;     10.1852961;   1586.2636719;    266.7303772;    132.0171051;    374.0858765;     83.7102127;     55.7004395
        2015;           1;     38.9581413;    290.0617065;     48.7739029;     24.1404438;     68.4047623;     15.3071203;     10.1852961;   1130.0264893;    190.0140686;     94.0466843;    266.4922485;     59.6336975;     39.6800194
        2015;           2;     46.5136566;    290.4108582;     48.8380318;     24.1721859;     68.4870911;     15.3263674;     10.1973810;   1350.8071289;    227.1635437;    112.4336777;    318.5585022;     71.2885437;     47.4317474
        2015;           3;     47.2219849;    290.6698914;     48.8854866;     24.1956749;     68.5480118;     15.3401470;     10.2061195;   1372.6009521;    230.8469696;    114.2567825;    323.6973267;     72.4392166;     48.1953239
        2015;           4;     31.1665134;    290.9716492;     48.9412003;     24.2232513;     68.6195297;     15.3548412;     10.2158928;    906.8571777;    152.5326538;     75.4954300;    213.8631439;     47.8556862;     31.8393764
        2015;           5;     60.9950676;    282.1927185;     46.9759407;     23.2105637;     65.7415161;     15.0289955;      9.9110250;   1721.2364502;    286.5300598;    141.5729980;    400.9908142;     91.6694641;     60.4523659
        2015;           6;     57.6895294;    282.8271484;     47.0206566;     23.2490654;     65.8537750;     15.0571165;      9.9270620;   1631.6164551;    271.2599487;    134.1227570;    379.9073181;     86.8637924;     57.2687531
        2015;           7;     43.0507126;    284.0648804;     47.2409439;     23.3449764;     66.1619263;     15.1119776;      9.9129925;   1222.9195557;    203.3756409;    100.5017929;    284.8318176;     65.0581436;     42.6761398
        2015;           8;     62.5691299;    285.1048889;     47.4480095;     23.4351330;     66.4515839;     15.1635475;      9.9013834;   1783.8765869;    296.8780823;    146.6315918;    415.7817993;     94.8769989;     61.9520950
        2015;           9;    127.2632599;    285.9438171;     47.6016312;     23.5020218;     66.6664810;     15.2018070;      9.8983650;   3639.0141602;    605.7938843;    299.0943909;    848.4193726;    193.4631500;    125.9698181
        2015;          10;    382.4981079;    287.0979004;     47.8239288;     23.5988121;     66.9774551;     15.2571697;      9.8963385;  10981.4394531;   1829.2561035;    902.6500854;   2561.8750000;    583.5838623;    378.5330505
        2015;          11;    147.3325958;    288.6885071;     48.2732239;     23.7944336;     67.6059723;     15.3690653;     10.0068626;   4253.3227539;    711.2219238;    350.5695496;    996.0563354;    226.4364166;    147.4337006
        2015;          12;     55.2497253;    279.7555237;     47.3313789;     23.6019726;     66.3209229;     14.9676704;      9.7191248;   1545.6416016;    261.5045776;    130.4002533;    366.4212646;     82.6959686;     53.6978951
