"","X","YEAR","month","Ca","Mg","K","Na","NH4","NO3","Cl","SO4","pH","P"
"412",4,2092,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"413",5,2092,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"414",6,2092,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"415",7,2092,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"416",8,2092,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"417",9,2092,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"418",10,2092,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"419",11,2092,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"420",12,2092,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"421",1,2093,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"422",2,2093,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"423",3,2093,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"424",4,2093,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"425",5,2093,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"426",6,2093,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"427",7,2093,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"428",8,2093,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"429",9,2093,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"430",10,2093,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"431",11,2093,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"432",12,2093,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"433",1,2094,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"434",2,2094,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"435",3,2094,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"436",4,2094,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"437",5,2094,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"438",6,2094,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"439",7,2094,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"440",8,2094,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"441",9,2094,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"442",10,2094,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"443",11,2094,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"444",12,2094,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"445",1,2095,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"446",2,2095,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"447",3,2095,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"448",4,2095,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"449",5,2095,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"450",6,2095,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"451",7,2095,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"452",8,2095,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"453",9,2095,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"454",10,2095,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"455",11,2095,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"456",12,2095,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"457",1,2096,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"458",2,2096,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"459",3,2096,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"460",4,2096,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"461",5,2096,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"462",6,2096,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"463",7,2096,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"464",8,2096,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"465",9,2096,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"466",10,2096,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"467",11,2096,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"468",12,2096,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"469",1,2097,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"470",2,2097,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"471",3,2097,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"472",4,2097,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"473",5,2097,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"474",6,2097,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"475",7,2097,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"476",8,2097,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"477",9,2097,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"478",10,2097,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"479",11,2097,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"480",12,2097,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"481",1,2098,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"482",2,2098,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"483",3,2098,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"484",4,2098,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"485",5,2098,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"486",6,2098,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"487",7,2098,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"488",8,2098,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"489",9,2098,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"490",10,2098,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"491",11,2098,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"492",12,2098,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"493",1,2099,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"494",2,2099,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"495",3,2099,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"496",4,2099,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"497",5,2099,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"498",6,2099,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"499",7,2099,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"500",8,2099,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"501",9,2099,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"502",10,2099,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"503",11,2099,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"504",12,2099,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"505",1,2100,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"506",2,2100,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"507",3,2100,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"508",4,2100,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"509",5,2100,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"510",6,2100,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"511",7,2100,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"512",8,2100,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"513",9,2100,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"514",10,2100,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"515",11,2100,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"516",12,2100,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"517",1,2101,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"518",2,2101,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"519",3,2101,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"520",4,2101,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"521",5,2101,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"522",6,2101,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"523",7,2101,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"524",8,2101,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"525",9,2101,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"526",10,2101,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"527",11,2101,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"528",12,2101,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"529",1,2102,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"530",2,2102,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"531",3,2102,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"532",4,2102,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"533",5,2102,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"534",6,2102,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"535",7,2102,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"536",8,2102,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"537",9,2102,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"538",10,2102,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"539",11,2102,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"540",12,2102,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"541",1,2103,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"542",2,2103,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"543",3,2103,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"544",4,2103,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"545",5,2103,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"546",6,2103,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"547",7,2103,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"548",8,2103,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"549",9,2103,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"550",10,2103,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"551",11,2103,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"552",12,2103,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"553",1,2104,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"554",2,2104,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"555",3,2104,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"556",4,2104,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"557",5,2104,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"558",6,2104,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"559",7,2104,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"560",8,2104,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"561",9,2104,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"562",10,2104,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"563",11,2104,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"564",12,2104,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"565",1,2105,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"566",2,2105,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"567",3,2105,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"568",4,2105,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"569",5,2105,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"570",6,2105,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"571",7,2105,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"572",8,2105,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"573",9,2105,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"574",10,2105,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"575",11,2105,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"576",12,2105,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"577",1,2106,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"578",2,2106,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"579",3,2106,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"580",4,2106,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"581",5,2106,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"582",6,2106,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"583",7,2106,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"584",8,2106,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"585",9,2106,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"586",10,2106,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"587",11,2106,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"588",12,2106,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"589",1,2107,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"590",2,2107,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"591",3,2107,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"592",4,2107,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"593",5,2107,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"594",6,2107,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"595",7,2107,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"596",8,2107,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"597",9,2107,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"598",10,2107,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"599",11,2107,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"600",12,2107,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"601",1,2108,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"602",2,2108,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"603",3,2108,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"604",4,2108,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"605",5,2108,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"606",6,2108,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"607",7,2108,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
